"","AminoAcid","ATP","k_cat_AA","k_a_NH4","k_a","k_NH4","k_a_AA","k_NH4_AA","k_ribo_a","k_ribo_AA","k_ribo_a_AA","k_ribo_AA_a"
"8804",9.25573560899321e-08,3873198.50634031,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","1.0","1000.0"
"8805",9.20014814860214e-07,3850097.69491603,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","10.0","0.1"
"8806",9.200237858095e-07,3850135.0014076,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","10.0","1.0"
"8807",9.20110314211597e-07,3850494.83353864,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","10.0","10.0"
"8808",9.20817787151854e-07,3853436.20213268,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","10.0","100.0"
"8809",9.25617030093023e-07,3873379.14997561,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","10.0","1000.0"
"8810",9.20749876376764e-06,3853153.92491262,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","100.0","0.1"
"8811",9.20756236082881e-06,3853180.37820821,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","100.0","1.0"
"8812",9.20819190326419e-06,3853442.0178621,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","100.0","10.0"
"8813",9.21402313151607e-06,3855865.9134237,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","100.0","100.0"
"8814",9.26049139496261e-06,3875174.34703963,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","100.0","1000.0"
"8815",9.25618004908576e-05,3873383.68634063,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","1000.0","0.1"
"8816",9.25622344614297e-05,3873401.71501071,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","1000.0","1.0"
"8817",9.25665711289407e-05,3873581.87752153,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","1000.0","10.0"
"8818",9.26096411585739e-05,3875371.23263061,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","1000.0","100.0"
"8819",9.30135797962631e-05,3892150.21703541,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","10.0","1000.0","1000.0"
"8820",-100000000.715144,138528494.304099,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","0.1","0.1"
"8821",-100000000.715144,138528495.807559,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","0.1","1.0"
"8822",9.20014564626009e-09,3850096.6642819,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","0.1","10.0"
"8823",-100000000.715144,138528661.188123,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","0.1","100.0"
"8824",-100000000.715149,138530164.633009,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","0.1","1000.0"
"8825",-100000000.715144,138528492.221383,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","1.0","0.1"
"8826",-100000000.715144,138528493.724834,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","1.0","1.0"
"8827",9.20023562683914e-08,3850134.11639593,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","1.0","10.0"
"8828",9.20754697022112e-08,3853173.87300796,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","1.0","100.0"
"8829",9.25573560899321e-08,3873198.50634031,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","1.0","1000.0"
"8830",9.20014814860214e-07,3850097.69491603,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","10.0","0.1"
"8831",9.200237858095e-07,3850135.0014076,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","10.0","1.0"
"8832",9.20110314211597e-07,3850494.83353864,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","10.0","10.0"
"8833",9.20817787151854e-07,3853436.20213268,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","10.0","100.0"
"8834",9.25617030093023e-07,3873379.14997561,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","10.0","1000.0"
"8835",9.20749876376764e-06,3853153.92491262,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","100.0","0.1"
"8836",9.20756236082881e-06,3853180.37820821,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","100.0","1.0"
"8837",9.20819190326419e-06,3853442.0178621,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","100.0","10.0"
"8838",9.21402313151607e-06,3855865.9134237,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","100.0","100.0"
"8839",9.26049139496261e-06,3875174.34703963,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","100.0","1000.0"
"8840",9.25618004908576e-05,3873383.68634063,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","1000.0","0.1"
"8841",9.25622344614297e-05,3873401.71501071,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","1000.0","1.0"
"8842",9.25665711289407e-05,3873581.87752153,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","1000.0","10.0"
"8843",9.26096411585739e-05,3875371.23263061,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","1000.0","100.0"
"8844",9.30135797962631e-05,3892150.21703541,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","100.0","1000.0","1000.0"
"8845",-100000000.715144,138528494.304099,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","0.1","0.1"
"8846",-100000000.715144,138528495.807559,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","0.1","1.0"
"8847",9.20014564626009e-09,3850096.6642819,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","0.1","10.0"
"8848",-100000000.715144,138528661.188123,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","0.1","100.0"
"8849",-100000000.715149,138530164.633009,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","0.1","1000.0"
"8850",-100000000.715144,138528492.221383,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","1.0","0.1"
"8851",-100000000.715144,138528493.724834,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","1.0","1.0"
"8852",9.20023562683914e-08,3850134.11639593,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","1.0","10.0"
"8853",9.20754697022112e-08,3853173.87300796,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","1.0","100.0"
"8854",9.25573560899321e-08,3873198.50634031,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","1.0","1000.0"
"8855",9.20014814860214e-07,3850097.69491603,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","10.0","0.1"
"8856",9.200237858095e-07,3850135.0014076,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","10.0","1.0"
"8857",9.20110314211597e-07,3850494.83353864,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","10.0","10.0"
"8858",9.20817787151854e-07,3853436.20213268,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","10.0","100.0"
"8859",9.25617030093023e-07,3873379.14997561,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","10.0","1000.0"
"8860",9.20749876376764e-06,3853153.92491262,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","100.0","0.1"
"8861",9.20756236082881e-06,3853180.37820821,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","100.0","1.0"
"8862",9.20819190326419e-06,3853442.0178621,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","100.0","10.0"
"8863",9.21402313151607e-06,3855865.9134237,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","100.0","100.0"
"8864",9.26049139496261e-06,3875174.34703963,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","100.0","1000.0"
"8865",9.25618004908576e-05,3873383.68634063,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","1000.0","0.1"
"8866",9.25622344614297e-05,3873401.71501071,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","1000.0","1.0"
"8867",9.25665711289407e-05,3873581.87752153,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","1000.0","10.0"
"8868",9.26096411585739e-05,3875371.23263061,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","1000.0","100.0"
"8869",9.30135797962631e-05,3892150.21703541,"0.1","0.1","0.1","0.1","10.0","1000.0","0.1","1000.0","1000.0","1000.0"
"8870",-100000000.715144,138528494.304107,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","0.1","0.1"
"8871",-100000000.715144,138528495.807563,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","0.1","1.0"
"8872",9.2001479929473e-09,3850096.74488095,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","0.1","10.0"
"8873",-100000000.715144,138528661.188125,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","0.1","100.0"
"8874",-100000000.715149,138530164.63301,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","0.1","1000.0"
"8875",-100000000.715144,138528492.221383,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","1.0","0.1"
"8876",-100000000.715144,138528493.724832,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","1.0","1.0"
"8877",9.20023934668517e-08,3850134.73852415,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","1.0","10.0"
"8878",9.20755019743904e-08,3853174.35331325,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","1.0","100.0"
"8879",9.25573840551893e-08,3873198.78254676,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","1.0","1000.0"
"8880",9.20016846689895e-07,3850105.28237622,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","10.0","0.1"
"8881",9.20025778783022e-07,3850142.43537914,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","10.0","1.0"
"8882",9.20111966240176e-07,3850500.85696296,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","10.0","10.0"
"8883",9.20819032439608e-07,3853440.46772293,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","10.0","100.0"
"8884",9.25617899610802e-07,3873381.86280766,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","10.0","1000.0"
"8885",9.20760064514472e-06,3853195.35397454,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","100.0","0.1"
"8886",9.20766398860768e-06,3853221.74814095,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","100.0","1.0"
"8887",9.2082927240928e-06,3853483.07757587,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","100.0","10.0"
"8888",9.21411809098341e-06,3855904.44824011,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","100.0","100.0"
"8889",9.2605563042187e-06,3875200.46657946,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","100.0","1000.0"
"8890",9.25681624583422e-05,3873647.3154689,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","1000.0","0.1"
"8891",9.25685944385921e-05,3873665.27815145,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","1000.0","1.0"
"8892",9.25729102633782e-05,3873844.59351875,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","1000.0","10.0"
"8893",9.26157784956292e-05,3875625.56841262,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","1000.0","100.0"
"8894",9.30181785799624e-05,3892340.53706284,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","0.1","1000.0","1000.0"
"8895",-100000000.715144,138528494.304107,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","0.1","0.1"
"8896",-100000000.715144,138528495.807563,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","0.1","1.0"
"8897",9.2001479929473e-09,3850096.74488095,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","0.1","10.0"
"8898",-100000000.715144,138528661.188125,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","0.1","100.0"
"8899",-100000000.715149,138530164.63301,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","0.1","1000.0"
"8900",-100000000.715144,138528492.221383,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","1.0","0.1"
"8901",-100000000.715144,138528493.724832,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","1.0","1.0"
"8902",9.20023934668517e-08,3850134.73852415,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","1.0","10.0"
"8903",9.20755019743904e-08,3853174.35331325,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","1.0","100.0"
"8904",9.25573840551893e-08,3873198.78254676,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","1.0","1000.0"
"8905",9.20016846689895e-07,3850105.28237622,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","10.0","0.1"
"8906",9.20025778783022e-07,3850142.43537914,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","10.0","1.0"
"8907",9.20111966240176e-07,3850500.85696296,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","10.0","10.0"
"8908",9.20819032439608e-07,3853440.46772293,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","10.0","100.0"
"8909",9.25617899610802e-07,3873381.86280766,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","10.0","1000.0"
"8910",9.20760064514472e-06,3853195.35397454,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","100.0","0.1"
"8911",9.20766398860768e-06,3853221.74814095,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","100.0","1.0"
"8912",9.2082927240928e-06,3853483.07757587,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","100.0","10.0"
"8913",9.21411809098341e-06,3855904.44824011,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","100.0","100.0"
"8914",9.2605563042187e-06,3875200.46657946,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","100.0","1000.0"
"8915",9.25681624583422e-05,3873647.3154689,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","1000.0","0.1"
"8916",9.25685944385921e-05,3873665.27815145,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","1000.0","1.0"
"8917",9.25729102633782e-05,3873844.59351875,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","1000.0","10.0"
"8918",9.26157784956292e-05,3875625.56841262,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","1000.0","100.0"
"8919",9.30181785799624e-05,3892340.53706284,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1.0","1000.0","1000.0"
"8920",-100000000.715144,138528494.304107,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","0.1","0.1"
"8921",-100000000.715144,138528495.807563,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","0.1","1.0"
"8922",9.2001479929473e-09,3850096.74488095,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","0.1","10.0"
"8923",-100000000.715144,138528661.188125,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","0.1","100.0"
"8924",-100000000.715149,138530164.63301,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","0.1","1000.0"
"8925",-100000000.715144,138528492.221383,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","1.0","0.1"
"8926",-100000000.715144,138528493.724832,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","1.0","1.0"
"8927",9.20023934668517e-08,3850134.73852415,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","1.0","10.0"
"8928",9.20755019743904e-08,3853174.35331325,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","1.0","100.0"
"8929",9.25573840551893e-08,3873198.78254676,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","1.0","1000.0"
"8930",9.20016846689895e-07,3850105.28237622,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","10.0","0.1"
"8931",9.20025778783022e-07,3850142.43537914,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","10.0","1.0"
"8932",9.20111966240176e-07,3850500.85696296,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","10.0","10.0"
"8933",9.20819032439608e-07,3853440.46772293,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","10.0","100.0"
"8934",9.25617899610802e-07,3873381.86280766,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","10.0","1000.0"
"8935",9.20760064514472e-06,3853195.35397454,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","100.0","0.1"
"8936",9.20766398860768e-06,3853221.74814095,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","100.0","1.0"
"8937",9.2082927240928e-06,3853483.07757587,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","100.0","10.0"
"8938",9.21411809098341e-06,3855904.44824011,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","100.0","100.0"
"8939",9.2605563042187e-06,3875200.46657946,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","100.0","1000.0"
"8940",9.25681624583422e-05,3873647.3154689,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","1000.0","0.1"
"8941",9.25685944385921e-05,3873665.27815145,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","1000.0","1.0"
"8942",9.25729102633782e-05,3873844.59351875,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","1000.0","10.0"
"8943",9.26157784956292e-05,3875625.56841262,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","1000.0","100.0"
"8944",9.30181785799624e-05,3892340.53706284,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","10.0","1000.0","1000.0"
"8945",-100000000.715144,138528494.304107,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","0.1","0.1"
"8946",-100000000.715144,138528495.807563,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","0.1","1.0"
"8947",9.2001479929473e-09,3850096.74488095,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","0.1","10.0"
"8948",-100000000.715144,138528661.188125,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","0.1","100.0"
"8949",-100000000.715149,138530164.63301,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","0.1","1000.0"
"8950",-100000000.715144,138528492.221383,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","1.0","0.1"
"8951",-100000000.715144,138528493.724832,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","1.0","1.0"
"8952",9.20023934668517e-08,3850134.73852415,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","1.0","10.0"
"8953",9.20755019743904e-08,3853174.35331325,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","1.0","100.0"
"8954",9.25573840551893e-08,3873198.78254676,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","1.0","1000.0"
"8955",9.20016846689895e-07,3850105.28237622,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","10.0","0.1"
"8956",9.20025778783022e-07,3850142.43537914,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","10.0","1.0"
"8957",9.20111966240176e-07,3850500.85696296,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","10.0","10.0"
"8958",9.20819032439608e-07,3853440.46772293,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","10.0","100.0"
"8959",9.25617899610802e-07,3873381.86280766,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","10.0","1000.0"
"8960",9.20760064514472e-06,3853195.35397454,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","100.0","0.1"
"8961",9.20766398860768e-06,3853221.74814095,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","100.0","1.0"
"8962",9.2082927240928e-06,3853483.07757587,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","100.0","10.0"
"8963",9.21411809098341e-06,3855904.44824011,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","100.0","100.0"
"8964",9.2605563042187e-06,3875200.46657946,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","100.0","1000.0"
"8965",9.25681624583422e-05,3873647.3154689,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","1000.0","0.1"
"8966",9.25685944385921e-05,3873665.27815145,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","1000.0","1.0"
"8967",9.25729102633782e-05,3873844.59351875,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","1000.0","10.0"
"8968",9.26157784956292e-05,3875625.56841262,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","1000.0","100.0"
"8969",9.30181785799624e-05,3892340.53706284,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","100.0","1000.0","1000.0"
"8970",-100000000.715144,138528494.304107,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","0.1","0.1"
"8971",-100000000.715144,138528495.807563,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","0.1","1.0"
"8972",9.2001479929473e-09,3850096.74488095,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","0.1","10.0"
"8973",-100000000.715144,138528661.188125,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","0.1","100.0"
"8974",-100000000.715149,138530164.63301,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","0.1","1000.0"
"8975",-100000000.715144,138528492.221383,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","1.0","0.1"
"8976",-100000000.715144,138528493.724832,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","1.0","1.0"
"8977",9.20023934668517e-08,3850134.73852415,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","1.0","10.0"
"8978",9.20755019743904e-08,3853174.35331325,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","1.0","100.0"
"8979",9.25573840551893e-08,3873198.78254676,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","1.0","1000.0"
"8980",9.20016846689895e-07,3850105.28237622,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","10.0","0.1"
"8981",9.20025778783022e-07,3850142.43537914,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","10.0","1.0"
"8982",9.20111966240176e-07,3850500.85696296,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","10.0","10.0"
"8983",9.20819032439608e-07,3853440.46772293,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","10.0","100.0"
"8984",9.25617899610802e-07,3873381.86280766,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","10.0","1000.0"
"8985",9.20760064514472e-06,3853195.35397454,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","100.0","0.1"
"8986",9.20766398860768e-06,3853221.74814095,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","100.0","1.0"
"8987",9.2082927240928e-06,3853483.07757587,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","100.0","10.0"
"8988",9.21411809098341e-06,3855904.44824011,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","100.0","100.0"
"8989",9.2605563042187e-06,3875200.46657946,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","100.0","1000.0"
"8990",9.25681624583422e-05,3873647.3154689,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","1000.0","0.1"
"8991",9.25685944385921e-05,3873665.27815145,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","1000.0","1.0"
"8992",9.25729102633782e-05,3873844.59351875,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","1000.0","10.0"
"8993",9.26157784956292e-05,3875625.56841262,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","1000.0","100.0"
"8994",9.30181785799624e-05,3892340.53706284,"0.1","0.1","0.1","0.1","10.0","1000.0","1.0","1000.0","1000.0","1000.0"
"8995",-100000000.715144,138528494.304099,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","0.1","0.1"
"8996",-100000000.715144,138528495.807557,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","0.1","1.0"
"8997",9.20017154330859e-09,3850097.60068579,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","0.1","10.0"
"8998",9.20750812718076e-09,3853147.93562267,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","0.1","100.0"
"8999",-100000000.715149,138530164.633007,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","0.1","1000.0"
"9000",-100000000.715144,138528492.221384,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","1.0","0.1"
"9001",-100000000.715144,138528493.724835,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","1.0","1.0"
"9002",9.20027903825914e-08,3850142.31994909,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","1.0","10.0"
"9003",9.20758221039935e-08,3853178.70763419,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","1.0","100.0"
"9004",9.25576637629609e-08,3873201.54030345,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","1.0","1000.0"
"9005",9.20032767957303e-07,3850162.5661002,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","10.0","0.1"
"9006",9.20041841547425e-07,3850200.29030518,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","10.0","1.0"
"9007",9.20127815000332e-07,3850557.79981387,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","10.0","10.0"
"9008",9.2083100801327e-07,3853481.38699613,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","10.0","100.0"
"9009",9.25626545511201e-07,3873408.86671731,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","10.0","1000.0"
"9010",9.20851595769405e-06,3853567.14717276,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","100.0","0.1"
"9011",9.20857872661659e-06,3853593.23643006,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","100.0","1.0"
"9012",9.20920056330531e-06,3853851.7332241,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","100.0","10.0"
"9013",9.21498341388303e-06,3856255.4084307,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","100.0","100.0"
"9014",9.26118988428431e-06,3875454.95542405,"0.1","0.1","0.1","0.1","10.0","1000.0","10.0","0.1","100.0","1000.0"
