"","AminoAcid","ATP","k_cat_AA","k_a_NH4","k_NH4","k_a_AA","k_NH4_AA","k_ribo_a"
"34",888853.688487457,1470.36600021235,"0.1","0.1","10.0","0.1","1000.0","0.1"
"35",888853.690685698,1470.36653970303,"0.1","0.1","10.0","0.1","1000.0","10.0"
"36",888853.910500062,1470.42048838579,"0.1","0.1","10.0","0.1","1000.0","1000.0"
"37",13628.2637310161,1518.7048597112,"0.1","0.1","10.0","10.0","0.1","0.1"
"38",13628.5856171381,1518.7407369113,"0.1","0.1","10.0","10.0","0.1","10.0"
"39",13660.6840063578,1522.31840236735,"0.1","0.1","10.0","10.0","0.1","1000.0"
"40",4450326.71913214,5197.22147381749,"0.1","0.1","10.0","10.0","10.0","0.1"
"41",4399337.19904061,5132.15416914204,"0.1","0.1","10.0","10.0","10.0","10.0"
"42",193347.577624694,216.489810283418,"0.1","0.1","10.0","10.0","10.0","1000.0"
"43",33897726.2733316,702.215040929183,"0.1","0.1","10.0","10.0","1000.0","0.1"
"44",33897726.4523146,702.215047675569,"0.1","0.1","10.0","10.0","1000.0","10.0"
"45",33897744.3505554,702.215722311465,"0.1","0.1","10.0","10.0","1000.0","1000.0"
"46",13630.3043135107,1518.70392875608,"0.1","0.1","10.0","1000.0","0.1","0.1"
"47",13630.6262480532,1518.73980056589,"0.1","0.1","10.0","1000.0","0.1","10.0"
"48",13662.7294791842,1522.31692872283,"0.1","0.1","10.0","1000.0","0.1","1000.0"
"49",2963733.99946818,3414.71269214655,"0.1","0.1","10.0","1000.0","10.0","0.1"
"50",3016878.81996858,3476.32959588003,"0.1","0.1","10.0","1000.0","10.0","10.0"
"51",5045644.63048981,5652.12816633048,"0.1","0.1","10.0","1000.0","10.0","1000.0"
"52",46501247.5176041,582.863512225794,"0.1","0.1","10.0","1000.0","1000.0","0.1"
"53",46501247.7865744,582.863515891064,"0.1","0.1","10.0","1000.0","1000.0","10.0"
"54",46501274.6835917,582.86388241746,"0.1","0.1","10.0","1000.0","1000.0","1000.0"
"55",461551.924890208,1007.8320885361,"0.1","0.1","1000.0","0.1","0.1","0.1"
"56",245682.189476492,367.937547665056,"0.1","0.1","1000.0","0.1","0.1","10.0"
"57",890199.966547497,3529983.04571801,"0.1","0.1","1000.0","0.1","0.1","1000.0"
"58",888853.68848746,1470.36600021233,"0.1","0.1","1000.0","0.1","10.0","0.1"
"59",888853.690685693,1470.3665397031,"0.1","0.1","1000.0","0.1","10.0","10.0"
"60",888853.910500062,1470.4204883858,"0.1","0.1","1000.0","0.1","10.0","1000.0"
"61",894820.379160872,1470.08108490592,"0.1","0.1","1000.0","0.1","1000.0","0.1"
"62",894820.379184632,1470.08162082656,"0.1","0.1","1000.0","0.1","1000.0","10.0"
"63",894820.381560405,1470.1352125285,"0.1","0.1","1000.0","0.1","1000.0","1000.0"
"64",4448591.68151922,5195.64558615793,"0.1","0.1","1000.0","10.0","0.1","0.1"
"65",4398814.58935289,5130.45438740388,"0.1","0.1","1000.0","10.0","0.1","10.0"
"66",194178.662247852,217.428617633535,"0.1","0.1","1000.0","10.0","0.1","1000.0"
"67",33897726.2733319,702.215040929205,"0.1","0.1","1000.0","10.0","10.0","0.1"
"68",33897726.4523141,702.215047675553,"0.1","0.1","1000.0","10.0","10.0","10.0"
"69",33897744.3505553,702.215722311464,"0.1","0.1","1000.0","10.0","10.0","1000.0"
"70",21049.7593603518,3.02552281136463e-06,"0.1","0.1","1000.0","10.0","1000.0","0.1"
"71",21049.8560229384,3.02550545500832e-06,"0.1","0.1","1000.0","10.0","1000.0","10.0"
"72",21063.4574515733,3.02712410957297e-06,"0.1","0.1","1000.0","10.0","1000.0","1000.0"
"73",2976152.4078399,3429.13973496014,"0.1","0.1","1000.0","1000.0","0.1","0.1"
"74",3109462.06288788,3583.53519495917,"0.1","0.1","1000.0","1000.0","0.1","10.0"
"75",5028456.64895946,5631.10787662644,"0.1","0.1","1000.0","1000.0","0.1","1000.0"
"76",46501247.5176028,582.86351222577,"0.1","0.1","1000.0","1000.0","10.0","0.1"
"77",46501247.7865745,582.863515891056,"0.1","0.1","1000.0","1000.0","10.0","10.0"
"78",46501274.6835931,582.863882417479,"0.1","0.1","1000.0","1000.0","10.0","1000.0"
"79",21579.6169200772,-291.795483365677,"0.1","0.1","1000.0","1000.0","1000.0","0.1"
"80",21579.6169147393,-292.259775033088,"0.1","0.1","1000.0","1000.0","1000.0","10.0"
"81",21579.6163824469,-336.726884722648,"0.1","0.1","1000.0","1000.0","1000.0","1000.0"
"82",42.0592209673429,47074.6372805869,"0.1","10.0","0.1","0.1","0.1","0.1"
"83",42.0677133809339,47084.1856288452,"0.1","10.0","0.1","0.1","0.1","10.0"
"84",42.9002175191236,48020.2872868427,"0.1","10.0","0.1","0.1","0.1","1000.0"
"85",180.282239356907,2049.84673824993,"0.1","10.0","0.1","0.1","10.0","0.1"
"86",180.498164402452,2052.35219491078,"0.1","10.0","0.1","0.1","10.0","10.0"
"87",199.740332855225,2276.1209635682,"0.1","10.0","0.1","0.1","10.0","1000.0"
"88",5424.08562458042,1527.522616117,"0.1","10.0","0.1","0.1","1000.0","0.1"
"89",5424.21278621095,1527.61312976234,"0.1","10.0","0.1","0.1","1000.0","10.0"
"90",5436.84005987358,1536.63362206096,"0.1","10.0","0.1","0.1","1000.0","1000.0"
"91",42.0669648733289,46864.9292669076,"0.1","10.0","0.1","10.0","0.1","0.1"
"92",42.0754969349896,46874.4334121759,"0.1","10.0","0.1","10.0","0.1","10.0"
"93",42.9118921656561,47806.1196369663,"0.1","10.0","0.1","10.0","0.1","1000.0"
"94",183.017371004973,2039.56247817085,"0.1","10.0","0.1","10.0","10.0","0.1"
"95",183.237917625471,2042.02072984179,"0.1","10.0","0.1","10.0","10.0","10.0"
"96",202.922296886013,2261.43102443422,"0.1","10.0","0.1","10.0","10.0","1000.0"
"97",13426.9023743754,1518.79796649695,"0.1","10.0","0.1","10.0","1000.0","0.1"
"98",13427.219495118,1518.83438366769,"0.1","10.0","0.1","10.0","1000.0","10.0"
"99",13458.8413551777,1522.46587236367,"0.1","10.0","0.1","10.0","1000.0","1000.0"
"100",42.0670423184059,46862.8416109665,"0.1","10.0","0.1","1000.0","0.1","0.1"
"101",42.0755747766228,46872.3453161904,"0.1","10.0","0.1","1000.0","0.1","10.0"
"102",42.9120089256463,47803.9875849965,"0.1","10.0","0.1","1000.0","0.1","1000.0"
"103",183.045136515114,2039.46010119129,"0.1","10.0","0.1","1000.0","10.0","0.1"
"104",183.265730073144,2041.91788281606,"0.1","10.0","0.1","1000.0","10.0","10.0"
"105",202.95460298558,2261.28479733064,"0.1","10.0","0.1","1000.0","10.0","1000.0"
"106",13627.9168679395,1518.7050179819,"0.1","10.0","0.1","1000.0","1000.0","0.1"
"107",13628.2387586811,1518.74089609253,"0.1","10.0","0.1","1000.0","1000.0","10.0"
"108",13660.3376051846,1522.31865197012,"0.1","10.0","0.1","1000.0","1000.0","1000.0"
"109",180.282239356902,2049.84673824985,"0.1","10.0","10.0","0.1","0.1","0.1"
"110",180.498164402449,2052.35219491075,"0.1","10.0","10.0","0.1","0.1","10.0"
"111",199.740332855234,2276.12096356833,"0.1","10.0","10.0","0.1","0.1","1000.0"
"112",5424.08562458039,1527.52261611697,"0.1","10.0","10.0","0.1","10.0","0.1"
"113",5424.21278621108,1527.61312976244,"0.1","10.0","10.0","0.1","10.0","10.0"
"114",5436.84005987359,1536.63362206094,"0.1","10.0","10.0","0.1","10.0","1000.0"
"115",8916.29626046597,1521.87012067102,"0.1","10.0","10.0","0.1","1000.0","0.1"
"116",8916.2983753702,1521.92525527563,"0.1","10.0","10.0","0.1","1000.0","10.0"
"117",8916.50895674059,1527.43494427285,"0.1","10.0","10.0","0.1","1000.0","1000.0"
"118",183.017371004966,2039.56247817075,"0.1","10.0","10.0","10.0","0.1","0.1"
"119",183.237917625467,2042.02072984175,"0.1","10.0","10.0","10.0","0.1","10.0"
"120",202.922296886015,2261.43102443425,"0.1","10.0","10.0","10.0","0.1","1000.0"
"121",13426.9023743747,1518.79796649687,"0.1","10.0","10.0","10.0","10.0","0.1"
"122",13427.2194951182,1518.83438366772,"0.1","10.0","10.0","10.0","10.0","10.0"
"123",13458.8413551772,1522.46587236361,"0.1","10.0","10.0","10.0","10.0","1000.0"
