"","k_cat_AA","k_a_NH4","k_NH4","k_a_AA","k_NH4_AA","k_ribo_a"
"70","0.1","10.0","0.1","1000.0","10.0","0.1"
"71","0.1","10.0","0.1","1000.0","10.0","10.0"
"72","0.1","10.0","0.1","1000.0","10.0","1000.0"
"73","0.1","10.0","0.1","1000.0","1000.0","0.1"
"74","0.1","10.0","0.1","1000.0","1000.0","10.0"
"75","0.1","10.0","0.1","1000.0","1000.0","1000.0"
"76","0.1","10.0","10.0","0.1","0.1","0.1"
"77","0.1","10.0","10.0","0.1","0.1","10.0"
"78","0.1","10.0","10.0","0.1","0.1","1000.0"
"79","0.1","10.0","10.0","0.1","10.0","0.1"
"80","0.1","10.0","10.0","0.1","10.0","10.0"
"81","0.1","10.0","10.0","0.1","10.0","1000.0"
"82","0.1","10.0","10.0","0.1","1000.0","0.1"
"83","0.1","10.0","10.0","0.1","1000.0","10.0"
"84","0.1","10.0","10.0","0.1","1000.0","1000.0"
"85","0.1","10.0","10.0","10.0","0.1","0.1"
"86","0.1","10.0","10.0","10.0","0.1","10.0"
"87","0.1","10.0","10.0","10.0","0.1","1000.0"
"88","0.1","10.0","10.0","10.0","10.0","0.1"
"89","0.1","10.0","10.0","10.0","10.0","10.0"
"90","0.1","10.0","10.0","10.0","10.0","1000.0"
"91","0.1","10.0","10.0","1000.0","0.1","0.1"
"92","0.1","10.0","10.0","1000.0","0.1","10.0"
"93","0.1","10.0","10.0","1000.0","0.1","1000.0"
"94","0.1","10.0","10.0","1000.0","10.0","0.1"
"95","0.1","10.0","10.0","1000.0","10.0","10.0"
"96","0.1","10.0","10.0","1000.0","10.0","1000.0"
"97","0.1","10.0","10.0","1000.0","1000.0","0.1"
"98","0.1","10.0","10.0","1000.0","1000.0","10.0"
"99","0.1","10.0","10.0","1000.0","1000.0","1000.0"
"100","0.1","10.0","1000.0","0.1","0.1","0.1"
"101","0.1","10.0","1000.0","0.1","0.1","10.0"
"102","0.1","10.0","1000.0","0.1","0.1","1000.0"
"103","0.1","10.0","1000.0","0.1","10.0","0.1"
"104","0.1","10.0","1000.0","0.1","10.0","10.0"
"105","0.1","10.0","1000.0","0.1","10.0","1000.0"
"106","0.1","10.0","1000.0","0.1","1000.0","0.1"
"107","0.1","10.0","1000.0","0.1","1000.0","10.0"
"108","0.1","10.0","1000.0","0.1","1000.0","1000.0"
"109","0.1","10.0","1000.0","10.0","0.1","0.1"
"110","0.1","10.0","1000.0","10.0","0.1","10.0"
"111","0.1","10.0","1000.0","10.0","0.1","1000.0"
"112","0.1","10.0","1000.0","10.0","1000.0","0.1"
"113","0.1","10.0","1000.0","10.0","1000.0","10.0"
"114","0.1","10.0","1000.0","10.0","1000.0","1000.0"
"115","0.1","10.0","1000.0","1000.0","0.1","0.1"
"116","0.1","10.0","1000.0","1000.0","0.1","10.0"
"117","0.1","10.0","1000.0","1000.0","0.1","1000.0"
"118","0.1","10.0","1000.0","1000.0","10.0","0.1"
"119","0.1","10.0","1000.0","1000.0","10.0","10.0"
"120","0.1","10.0","1000.0","1000.0","10.0","1000.0"
"121","0.1","10.0","1000.0","1000.0","1000.0","0.1"
"122","0.1","10.0","1000.0","1000.0","1000.0","10.0"
"123","0.1","10.0","1000.0","1000.0","1000.0","1000.0"
"124","0.1","1000.0","0.1","0.1","0.1","0.1"
"125","0.1","1000.0","0.1","0.1","0.1","10.0"
"126","0.1","1000.0","0.1","0.1","0.1","1000.0"
"127","0.1","1000.0","0.1","0.1","10.0","0.1"
"128","0.1","1000.0","0.1","0.1","10.0","10.0"
"129","0.1","1000.0","0.1","0.1","10.0","1000.0"
"130","0.1","1000.0","0.1","0.1","1000.0","0.1"
"131","0.1","1000.0","0.1","0.1","1000.0","10.0"
"132","0.1","1000.0","0.1","0.1","1000.0","1000.0"
"133","0.1","1000.0","0.1","10.0","0.1","0.1"
"134","0.1","1000.0","0.1","10.0","0.1","10.0"
"135","0.1","1000.0","0.1","10.0","0.1","1000.0"
"136","0.1","1000.0","0.1","10.0","10.0","0.1"
"137","0.1","1000.0","0.1","10.0","10.0","10.0"
"138","0.1","1000.0","0.1","10.0","10.0","1000.0"
"139","0.1","1000.0","0.1","10.0","1000.0","0.1"
"140","0.1","1000.0","0.1","10.0","1000.0","10.0"
"141","0.1","1000.0","0.1","10.0","1000.0","1000.0"
"142","0.1","1000.0","0.1","1000.0","0.1","0.1"
"143","0.1","1000.0","0.1","1000.0","0.1","10.0"
"144","0.1","1000.0","0.1","1000.0","0.1","1000.0"
"145","0.1","1000.0","0.1","1000.0","10.0","0.1"
"146","0.1","1000.0","0.1","1000.0","10.0","10.0"
"147","0.1","1000.0","0.1","1000.0","10.0","1000.0"
"148","0.1","1000.0","0.1","1000.0","1000.0","0.1"
"149","0.1","1000.0","0.1","1000.0","1000.0","10.0"
"150","0.1","1000.0","0.1","1000.0","1000.0","1000.0"
"151","0.1","1000.0","10.0","0.1","0.1","0.1"
"152","0.1","1000.0","10.0","0.1","0.1","10.0"
"153","0.1","1000.0","10.0","0.1","0.1","1000.0"
"154","0.1","1000.0","10.0","0.1","10.0","0.1"
"155","0.1","1000.0","10.0","0.1","10.0","10.0"
"156","0.1","1000.0","10.0","0.1","10.0","1000.0"
"157","0.1","1000.0","10.0","0.1","1000.0","0.1"
"158","0.1","1000.0","10.0","0.1","1000.0","10.0"
"159","0.1","1000.0","10.0","0.1","1000.0","1000.0"
"160","0.1","1000.0","10.0","10.0","0.1","0.1"
"161","0.1","1000.0","10.0","10.0","0.1","10.0"
"162","0.1","1000.0","10.0","10.0","0.1","1000.0"
"163","0.1","1000.0","10.0","10.0","10.0","0.1"
"164","0.1","1000.0","10.0","10.0","10.0","10.0"
"165","0.1","1000.0","10.0","10.0","10.0","1000.0"
"166","0.1","1000.0","10.0","10.0","1000.0","0.1"
"167","0.1","1000.0","10.0","10.0","1000.0","10.0"
"168","0.1","1000.0","10.0","10.0","1000.0","1000.0"
"169","0.1","1000.0","10.0","1000.0","0.1","0.1"
"170","0.1","1000.0","10.0","1000.0","0.1","10.0"
"171","0.1","1000.0","10.0","1000.0","0.1","1000.0"
"172","0.1","1000.0","10.0","1000.0","10.0","0.1"
"173","0.1","1000.0","10.0","1000.0","10.0","10.0"
"174","0.1","1000.0","10.0","1000.0","10.0","1000.0"
"175","0.1","1000.0","10.0","1000.0","1000.0","0.1"
"176","0.1","1000.0","10.0","1000.0","1000.0","10.0"
"177","0.1","1000.0","10.0","1000.0","1000.0","1000.0"
"178","0.1","1000.0","1000.0","0.1","0.1","0.1"
"179","0.1","1000.0","1000.0","0.1","0.1","10.0"
"180","0.1","1000.0","1000.0","0.1","0.1","1000.0"
"181","0.1","1000.0","1000.0","0.1","10.0","0.1"
"182","0.1","1000.0","1000.0","0.1","10.0","10.0"
"183","0.1","1000.0","1000.0","0.1","10.0","1000.0"
"184","0.1","1000.0","1000.0","0.1","1000.0","10.0"
"185","0.1","1000.0","1000.0","0.1","1000.0","1000.0"
"186","0.1","1000.0","1000.0","10.0","0.1","0.1"
"187","0.1","1000.0","1000.0","10.0","0.1","10.0"
"188","0.1","1000.0","1000.0","10.0","0.1","1000.0"
"189","0.1","1000.0","1000.0","10.0","10.0","0.1"
"190","0.1","1000.0","1000.0","10.0","10.0","10.0"
"191","0.1","1000.0","1000.0","10.0","10.0","1000.0"
"192","0.1","1000.0","1000.0","10.0","1000.0","0.1"
"193","0.1","1000.0","1000.0","10.0","1000.0","10.0"
"194","0.1","1000.0","1000.0","10.0","1000.0","1000.0"
"195","0.1","1000.0","1000.0","1000.0","0.1","0.1"
"196","0.1","1000.0","1000.0","1000.0","0.1","10.0"
"197","0.1","1000.0","1000.0","1000.0","0.1","1000.0"
"198","0.1","1000.0","1000.0","1000.0","10.0","0.1"
"199","0.1","1000.0","1000.0","1000.0","10.0","10.0"
"200","0.1","1000.0","1000.0","1000.0","10.0","1000.0"
"201","10.0","10.0","0.1","0.1","0.1","0.1"
"202","10.0","10.0","0.1","0.1","0.1","10.0"
"203","10.0","10.0","0.1","0.1","0.1","1000.0"
"204","10.0","10.0","0.1","0.1","10.0","0.1"
"205","10.0","10.0","0.1","0.1","10.0","10.0"
"206","10.0","10.0","0.1","0.1","10.0","1000.0"
"207","10.0","10.0","0.1","10.0","0.1","0.1"
"208","10.0","10.0","0.1","10.0","0.1","10.0"
"209","10.0","10.0","0.1","10.0","0.1","1000.0"
"210","10.0","10.0","0.1","10.0","10.0","0.1"
"211","10.0","10.0","0.1","10.0","10.0","10.0"
"212","10.0","10.0","0.1","10.0","10.0","1000.0"
"213","10.0","10.0","0.1","10.0","1000.0","0.1"
"214","10.0","10.0","0.1","10.0","1000.0","10.0"
"215","10.0","10.0","0.1","10.0","1000.0","1000.0"
"216","10.0","10.0","0.1","1000.0","0.1","0.1"
"217","10.0","10.0","0.1","1000.0","0.1","10.0"
"218","10.0","10.0","0.1","1000.0","0.1","1000.0"
"219","10.0","10.0","0.1","1000.0","10.0","0.1"
"220","10.0","10.0","0.1","1000.0","10.0","10.0"
"221","10.0","10.0","0.1","1000.0","10.0","1000.0"
"222","10.0","10.0","0.1","1000.0","1000.0","0.1"
"223","10.0","10.0","0.1","1000.0","1000.0","10.0"
"224","10.0","10.0","0.1","1000.0","1000.0","1000.0"
"225","10.0","10.0","10.0","0.1","0.1","0.1"
"226","10.0","10.0","10.0","0.1","0.1","10.0"
"227","10.0","10.0","10.0","0.1","0.1","1000.0"
"228","10.0","10.0","10.0","0.1","1000.0","0.1"
"229","10.0","10.0","10.0","0.1","1000.0","10.0"
"230","10.0","10.0","10.0","0.1","1000.0","1000.0"
"231","10.0","10.0","10.0","10.0","0.1","0.1"
"232","10.0","10.0","10.0","10.0","0.1","10.0"
"233","10.0","10.0","10.0","10.0","0.1","1000.0"
"234","10.0","10.0","10.0","10.0","10.0","0.1"
"235","10.0","10.0","10.0","10.0","10.0","10.0"
"236","10.0","10.0","10.0","10.0","10.0","1000.0"
"237","10.0","10.0","10.0","10.0","1000.0","0.1"
"238","10.0","10.0","10.0","10.0","1000.0","10.0"
"239","10.0","10.0","10.0","10.0","1000.0","1000.0"
"240","10.0","10.0","10.0","1000.0","0.1","0.1"
"241","10.0","10.0","10.0","1000.0","0.1","10.0"
"242","10.0","10.0","10.0","1000.0","0.1","1000.0"
"243","10.0","10.0","10.0","1000.0","10.0","0.1"
"244","10.0","10.0","10.0","1000.0","10.0","10.0"
"245","10.0","10.0","10.0","1000.0","10.0","1000.0"
"246","10.0","10.0","1000.0","0.1","10.0","0.1"
"247","10.0","10.0","1000.0","0.1","10.0","10.0"
"248","10.0","10.0","1000.0","0.1","10.0","1000.0"
"249","10.0","10.0","1000.0","0.1","1000.0","0.1"
"250","10.0","10.0","1000.0","0.1","1000.0","10.0"
"251","10.0","10.0","1000.0","0.1","1000.0","1000.0"
"252","10.0","10.0","1000.0","10.0","0.1","0.1"
"253","10.0","10.0","1000.0","10.0","0.1","10.0"
"254","10.0","10.0","1000.0","10.0","0.1","1000.0"
"255","10.0","10.0","1000.0","10.0","10.0","0.1"
"256","10.0","10.0","1000.0","10.0","10.0","10.0"
"257","10.0","10.0","1000.0","10.0","10.0","1000.0"
"258","10.0","10.0","1000.0","1000.0","0.1","0.1"
"259","10.0","10.0","1000.0","1000.0","0.1","10.0"
"260","10.0","10.0","1000.0","1000.0","0.1","1000.0"
"261","10.0","1000.0","0.1","0.1","0.1","0.1"
"262","10.0","1000.0","0.1","0.1","0.1","10.0"
"263","10.0","1000.0","0.1","0.1","0.1","1000.0"
"264","10.0","1000.0","0.1","0.1","10.0","0.1"
"265","10.0","1000.0","0.1","0.1","10.0","10.0"
"266","10.0","1000.0","0.1","0.1","10.0","1000.0"
"267","10.0","1000.0","0.1","0.1","1000.0","0.1"
"268","10.0","1000.0","0.1","0.1","1000.0","10.0"
"269","10.0","1000.0","0.1","0.1","1000.0","1000.0"
"270","10.0","1000.0","0.1","10.0","0.1","0.1"
"271","10.0","1000.0","0.1","10.0","0.1","10.0"
"272","10.0","1000.0","0.1","10.0","0.1","1000.0"
"273","10.0","1000.0","0.1","10.0","10.0","0.1"
"274","10.0","1000.0","0.1","10.0","10.0","10.0"
"275","10.0","1000.0","0.1","10.0","10.0","1000.0"
"276","10.0","1000.0","0.1","10.0","1000.0","0.1"
"277","10.0","1000.0","0.1","10.0","1000.0","10.0"
"278","10.0","1000.0","0.1","10.0","1000.0","1000.0"
"279","10.0","1000.0","0.1","1000.0","0.1","0.1"
"280","10.0","1000.0","0.1","1000.0","0.1","10.0"
"281","10.0","1000.0","0.1","1000.0","0.1","1000.0"
"282","10.0","1000.0","0.1","1000.0","10.0","0.1"
"283","10.0","1000.0","0.1","1000.0","10.0","10.0"
"284","10.0","1000.0","0.1","1000.0","10.0","1000.0"
"285","10.0","1000.0","0.1","1000.0","1000.0","0.1"
"286","10.0","1000.0","0.1","1000.0","1000.0","10.0"
"287","10.0","1000.0","0.1","1000.0","1000.0","1000.0"
"288","10.0","1000.0","10.0","0.1","0.1","0.1"
"289","10.0","1000.0","10.0","0.1","0.1","10.0"
"290","10.0","1000.0","10.0","0.1","0.1","1000.0"
"291","10.0","1000.0","10.0","0.1","10.0","0.1"
"292","10.0","1000.0","10.0","0.1","10.0","10.0"
"293","10.0","1000.0","10.0","0.1","10.0","1000.0"
"294","10.0","1000.0","10.0","0.1","1000.0","0.1"
"295","10.0","1000.0","10.0","0.1","1000.0","10.0"
"296","10.0","1000.0","10.0","0.1","1000.0","1000.0"
"297","10.0","1000.0","10.0","10.0","0.1","0.1"
"298","10.0","1000.0","10.0","10.0","0.1","10.0"
"299","10.0","1000.0","10.0","10.0","0.1","1000.0"
"300","10.0","1000.0","10.0","10.0","10.0","0.1"
"301","10.0","1000.0","10.0","10.0","10.0","10.0"
"302","10.0","1000.0","10.0","10.0","10.0","1000.0"
"303","10.0","1000.0","10.0","1000.0","0.1","0.1"
"304","10.0","1000.0","10.0","1000.0","0.1","10.0"
"305","10.0","1000.0","10.0","1000.0","0.1","1000.0"
"306","10.0","1000.0","10.0","1000.0","10.0","0.1"
"307","10.0","1000.0","10.0","1000.0","10.0","10.0"
"308","10.0","1000.0","10.0","1000.0","10.0","1000.0"
"309","10.0","1000.0","10.0","1000.0","1000.0","0.1"
"310","10.0","1000.0","10.0","1000.0","1000.0","10.0"
"311","10.0","1000.0","10.0","1000.0","1000.0","1000.0"
"312","10.0","1000.0","1000.0","0.1","0.1","0.1"
"313","10.0","1000.0","1000.0","0.1","0.1","10.0"
"314","10.0","1000.0","1000.0","0.1","0.1","1000.0"
"315","10.0","1000.0","1000.0","0.1","10.0","0.1"
"316","10.0","1000.0","1000.0","0.1","10.0","10.0"
"317","10.0","1000.0","1000.0","0.1","10.0","1000.0"
"318","10.0","1000.0","1000.0","0.1","1000.0","0.1"
"319","10.0","1000.0","1000.0","0.1","1000.0","10.0"
"320","10.0","1000.0","1000.0","0.1","1000.0","1000.0"
"321","10.0","1000.0","1000.0","10.0","0.1","0.1"
"322","10.0","1000.0","1000.0","10.0","0.1","10.0"
"323","10.0","1000.0","1000.0","10.0","0.1","1000.0"
"324","10.0","1000.0","1000.0","10.0","1000.0","0.1"
"325","10.0","1000.0","1000.0","10.0","1000.0","10.0"
"326","10.0","1000.0","1000.0","10.0","1000.0","1000.0"
"327","10.0","1000.0","1000.0","1000.0","0.1","0.1"
"328","10.0","1000.0","1000.0","1000.0","0.1","10.0"
"329","10.0","1000.0","1000.0","1000.0","0.1","1000.0"
"330","10.0","1000.0","1000.0","1000.0","10.0","0.1"
"331","10.0","1000.0","1000.0","1000.0","10.0","10.0"
"332","10.0","1000.0","1000.0","1000.0","10.0","1000.0"
"333","10.0","1000.0","1000.0","1000.0","1000.0","0.1"
"334","10.0","1000.0","1000.0","1000.0","1000.0","10.0"
"335","10.0","1000.0","1000.0","1000.0","1000.0","1000.0"
"336","1000.0","10.0","0.1","0.1","0.1","0.1"
"337","1000.0","10.0","0.1","0.1","0.1","10.0"
"338","1000.0","10.0","0.1","0.1","0.1","1000.0"
"339","1000.0","10.0","0.1","0.1","10.0","0.1"
"340","1000.0","10.0","0.1","0.1","10.0","10.0"
"341","1000.0","10.0","0.1","0.1","10.0","1000.0"
"342","1000.0","10.0","0.1","0.1","1000.0","0.1"
"343","1000.0","10.0","0.1","0.1","1000.0","10.0"
"344","1000.0","10.0","0.1","0.1","1000.0","1000.0"
"345","1000.0","10.0","0.1","10.0","0.1","0.1"
"346","1000.0","10.0","0.1","10.0","0.1","10.0"
"347","1000.0","10.0","0.1","10.0","0.1","1000.0"
"348","1000.0","10.0","0.1","10.0","10.0","0.1"
"349","1000.0","10.0","0.1","10.0","10.0","10.0"
"350","1000.0","10.0","0.1","10.0","10.0","1000.0"
"351","1000.0","10.0","0.1","1000.0","0.1","0.1"
"352","1000.0","10.0","0.1","1000.0","0.1","10.0"
"353","1000.0","10.0","0.1","1000.0","0.1","1000.0"
"354","1000.0","10.0","0.1","1000.0","10.0","0.1"
"355","1000.0","10.0","0.1","1000.0","10.0","10.0"
"356","1000.0","10.0","0.1","1000.0","10.0","1000.0"
"357","1000.0","10.0","10.0","0.1","0.1","0.1"
"358","1000.0","10.0","10.0","0.1","0.1","10.0"
"359","1000.0","10.0","10.0","0.1","0.1","1000.0"
"360","1000.0","10.0","10.0","0.1","10.0","0.1"
"361","1000.0","10.0","10.0","0.1","10.0","10.0"
"362","1000.0","10.0","10.0","0.1","10.0","1000.0"
"363","1000.0","10.0","10.0","10.0","0.1","0.1"
"364","1000.0","10.0","10.0","10.0","0.1","10.0"
"365","1000.0","10.0","10.0","10.0","0.1","1000.0"
"366","1000.0","10.0","10.0","1000.0","0.1","0.1"
"367","1000.0","10.0","10.0","1000.0","0.1","10.0"
"368","1000.0","10.0","10.0","1000.0","0.1","1000.0"
"369","1000.0","10.0","1000.0","0.1","0.1","0.1"
"370","1000.0","10.0","1000.0","0.1","0.1","10.0"
"371","1000.0","10.0","1000.0","0.1","0.1","1000.0"
"372","1000.0","1000.0","0.1","0.1","0.1","0.1"
"373","1000.0","1000.0","0.1","0.1","0.1","10.0"
"374","1000.0","1000.0","0.1","0.1","0.1","1000.0"
"375","1000.0","1000.0","0.1","0.1","10.0","0.1"
"376","1000.0","1000.0","0.1","0.1","10.0","10.0"
"377","1000.0","1000.0","0.1","0.1","10.0","1000.0"
"378","1000.0","1000.0","0.1","10.0","0.1","0.1"
"379","1000.0","1000.0","0.1","10.0","0.1","10.0"
"380","1000.0","1000.0","0.1","10.0","0.1","1000.0"
"381","1000.0","1000.0","0.1","10.0","10.0","0.1"
"382","1000.0","1000.0","0.1","10.0","10.0","10.0"
"383","1000.0","1000.0","0.1","10.0","10.0","1000.0"
"384","1000.0","1000.0","0.1","10.0","1000.0","0.1"
"385","1000.0","1000.0","0.1","10.0","1000.0","10.0"
"386","1000.0","1000.0","0.1","10.0","1000.0","1000.0"
"387","1000.0","1000.0","0.1","1000.0","0.1","0.1"
"388","1000.0","1000.0","0.1","1000.0","0.1","10.0"
"389","1000.0","1000.0","0.1","1000.0","0.1","1000.0"
"390","1000.0","1000.0","0.1","1000.0","10.0","0.1"
"391","1000.0","1000.0","0.1","1000.0","10.0","10.0"
"392","1000.0","1000.0","0.1","1000.0","10.0","1000.0"
"393","1000.0","1000.0","0.1","1000.0","1000.0","0.1"
"394","1000.0","1000.0","0.1","1000.0","1000.0","10.0"
"395","1000.0","1000.0","0.1","1000.0","1000.0","1000.0"
"396","1000.0","1000.0","10.0","0.1","0.1","0.1"
"397","1000.0","1000.0","10.0","0.1","0.1","10.0"
"398","1000.0","1000.0","10.0","0.1","0.1","1000.0"
"399","1000.0","1000.0","10.0","0.1","1000.0","0.1"
"400","1000.0","1000.0","10.0","0.1","1000.0","10.0"
"401","1000.0","1000.0","10.0","0.1","1000.0","1000.0"
"402","1000.0","1000.0","10.0","10.0","0.1","0.1"
"403","1000.0","1000.0","10.0","10.0","0.1","10.0"
"404","1000.0","1000.0","10.0","10.0","0.1","1000.0"
"405","1000.0","1000.0","10.0","10.0","10.0","0.1"
"406","1000.0","1000.0","10.0","10.0","10.0","10.0"
"407","1000.0","1000.0","10.0","10.0","10.0","1000.0"
"408","1000.0","1000.0","10.0","10.0","1000.0","0.1"
"409","1000.0","1000.0","10.0","10.0","1000.0","10.0"
"410","1000.0","1000.0","10.0","10.0","1000.0","1000.0"
"411","1000.0","1000.0","10.0","1000.0","0.1","0.1"
"412","1000.0","1000.0","10.0","1000.0","0.1","10.0"
"413","1000.0","1000.0","10.0","1000.0","0.1","1000.0"
"414","1000.0","1000.0","10.0","1000.0","10.0","0.1"
"415","1000.0","1000.0","10.0","1000.0","10.0","10.0"
"416","1000.0","1000.0","10.0","1000.0","10.0","1000.0"
"417","1000.0","1000.0","1000.0","0.1","10.0","0.1"
"418","1000.0","1000.0","1000.0","0.1","10.0","10.0"
"419","1000.0","1000.0","1000.0","0.1","10.0","1000.0"
"420","1000.0","1000.0","1000.0","0.1","1000.0","0.1"
"421","1000.0","1000.0","1000.0","0.1","1000.0","10.0"
"422","1000.0","1000.0","1000.0","0.1","1000.0","1000.0"
"423","1000.0","1000.0","1000.0","10.0","0.1","0.1"
"424","1000.0","1000.0","1000.0","10.0","0.1","10.0"
"425","1000.0","1000.0","1000.0","10.0","0.1","1000.0"
"426","1000.0","1000.0","1000.0","10.0","10.0","0.1"
"427","1000.0","1000.0","1000.0","10.0","10.0","10.0"
"428","1000.0","1000.0","1000.0","10.0","10.0","1000.0"
"429","1000.0","1000.0","1000.0","1000.0","0.1","0.1"
"430","1000.0","1000.0","1000.0","1000.0","0.1","10.0"
"431","1000.0","1000.0","1000.0","1000.0","0.1","1000.0"
